,y,rain_intensity,rain_accumulation,temperature,lag_1,lag_8,lag_12,lag_24
418,128,0.0,0.0,39.46,44.0,1.0,44.0,105.0
419,161,0.0,0.0,39.83,128.0,0.0,40.0,102.0
420,161,0.0,0.0,40.72,161.0,1.0,13.0,128.0
421,126,0.0,0.0,41.07,161.0,2.0,3.0,89.0
422,62,0.0,0.0,40.87,126.0,5.0,1.0,87.0
423,36,0.0,0.0,41.14,62.0,3.0,0.0,51.0
424,35,0.0,0.0,41.09,36.0,9.0,1.0,28.0
425,26,0.0,0.0,41.18,35.0,44.0,2.0,31.0
426,20,0.0,0.0,40.23,26.0,128.0,5.0,29.0
427,56,0.0,0.0,37.76,20.0,161.0,3.0,62.0
428,122,0.0,0.0,36.26,56.0,161.0,9.0,78.0
429,53,0.0,0.0,35.06,122.0,126.0,44.0,35.0
430,39,0.0,0.0,35.01,53.0,62.0,128.0,44.0
431,15,0.0,0.0,33.09,39.0,36.0,161.0,40.0
432,4,0.0,0.0,32.73,15.0,35.0,161.0,13.0
433,6,0.0,0.0,32.07,4.0,26.0,126.0,3.0
434,1,0.0,0.0,31.47,6.0,20.0,62.0,1.0
435,0,0.0,0.0,31.57,1.0,56.0,36.0,0.0
436,0,0.0,0.0,31.37,0.0,122.0,35.0,1.0
437,3,0.0,0.0,31.35,0.0,53.0,26.0,2.0
438,3,0.0,0.0,31.35,3.0,39.0,20.0,5.0
439,3,0.0,0.0,31.51,3.0,15.0,56.0,3.0
440,9,0.0,0.0,33.13,3.0,4.0,122.0,9.0
441,59,0.0,0.0,34.86,9.0,6.0,53.0,44.0
442,120,0.0,0.0,36.91,59.0,1.0,39.0,128.0
443,166,0.0,0.0,38.99,120.0,0.0,15.0,161.0
444,174,0.0,0.0,40.88,166.0,0.0,4.0,161.0
445,106,0.0,0.0,41.08,174.0,3.0,6.0,126.0
446,118,0.0,0.0,41.8,106.0,3.0,1.0,62.0
447,46,0.0,0.0,42.43,118.0,3.0,0.0,36.0
448,64,0.0,0.0,42.54,46.0,9.0,0.0,35.0
449,63,0.0,0.0,40.64,64.0,59.0,3.0,26.0
450,54,0.0,0.0,38.26,63.0,120.0,3.0,20.0
451,85,0.0,0.0,35.78,54.0,166.0,3.0,56.0
452,91,0.0,0.0,34.17,85.0,174.0,9.0,122.0
453,62,0.0,0.0,32.77,91.0,106.0,59.0,53.0
454,50,0.0,0.0,32.0,62.0,118.0,120.0,39.0
